freeway,direction,lane_type,flow,occupancy,region,temperature,windspeed,weathercode,incident_type,severity,speed
80,S,OR,347,0.24,Fremont,23.5,17.3,0,roadwork,medium,71.2
101,E,FR,73,0.025,Oakland,14.7,18.8,5,accident,none,34.1
680,N,FR,175,0.062,Fremont,23.2,1.1,2,accident,low,68.9
880,N,OR,230,0.115,San Jose,21.3,17.1,1,roadwork,medium,24.3
880,N,OR,335,0.195,Fremont,22.5,12.2,4,none,none,70.2
101,N,HOV,471,0.145,San Jose,24.3,6.9,5,congestion,low,34.7
101,S,HOV,385,0.017,San Jose,12.4,1.3,4,accident,none,63.9
880,E,FR,227,0.069,Oakland,25.3,15.9,3,none,medium,74.1
280,N,ML,345,0.108,Oakland,26.1,12.6,0,none,none,42.8
880,E,FR,379,0.067,Fremont,19.1,18.7,2,accident,none,57.5
80,E,FR,454,0.171,San Jose,15.2,0.1,1,congestion,high,39.9
101,N,HOV,15,0.298,San Francisco,27.2,7.1,0,congestion,low,69.8
280,W,FR,267,0.207,San Jose,26.6,4.8,3,none,medium,67.0
680,N,ML,285,0.098,San Francisco,13.8,13.1,5,none,low,41.6
280,S,OR,334,0.233,San Jose,24.3,12.0,5,accident,high,49.8
680,W,HOV,308,0.049,Fremont,24.5,18.5,5,congestion,none,62.1
101,S,FR,111,0.186,San Jose,22.4,14.0,3,roadwork,medium,40.2
80,N,HOV,362,0.099,San Jose,17.4,5.2,5,none,none,12.6
101,N,FR,301,0.27,Fremont,23.8,13.3,4,roadwork,none,71.5
101,W,HOV,210,0.065,Oakland,27.8,9.1,5,congestion,none,61.8
101,S,OR,147,0.285,San Jose,16.3,16.2,1,none,low,26.3
680,W,HOV,47,0.27,San Jose,20.0,7.9,3,roadwork,none,39.3
280,E,HOV,373,0.093,Oakland,14.9,2.9,1,accident,medium,49.1
880,W,HOV,167,0.08,San Jose,28.2,8.9,3,none,medium,16.4
101,E,HOV,276,0.085,Fremont,16.0,16.7,2,accident,high,33.2
880,E,ML,233,0.163,San Francisco,18.9,10.1,0,accident,low,35.0
101,N,OR,457,0.3,San Francisco,26.6,11.9,2,congestion,none,70.8
80,E,HOV,57,0.198,Fremont,12.6,11.1,0,accident,medium,38.0
880,E,OR,311,0.06,San Jose,20.7,4.3,2,roadwork,medium,58.4
280,N,HOV,141,0.071,San Francisco,25.5,2.3,4,congestion,low,18.0
280,W,OR,10,0.273,Oakland,19.5,10.9,1,accident,none,41.9
101,N,FR,421,0.112,San Francisco,17.3,0.2,5,roadwork,low,17.5
80,N,HOV,307,0.111,San Francisco,29.5,1.4,2,roadwork,none,55.6
880,W,FR,390,0.235,Oakland,10.6,15.7,4,none,none,60.9
80,E,FR,346,0.179,Fremont,28.5,6.0,4,roadwork,low,27.3
680,N,HOV,207,0.065,San Jose,22.5,14.0,2,roadwork,none,72.0
80,W,HOV,488,0.247,Fremont,21.3,19.8,5,congestion,low,36.0
80,E,HOV,293,0.079,Oakland,28.6,19.9,0,accident,medium,16.4
280,E,OR,319,0.256,San Jose,27.6,13.9,3,roadwork,high,44.0
101,N,ML,161,0.031,San Francisco,29.4,0.9,4,congestion,high,10.4
101,S,HOV,284,0.291,Oakland,24.8,7.3,1,accident,low,29.3
680,E,FR,29,0.035,San Jose,11.0,10.0,3,accident,none,62.4
80,S,HOV,223,0.239,Fremont,25.6,15.4,3,accident,none,62.8
680,E,OR,333,0.178,Oakland,20.4,2.8,2,accident,medium,37.1
80,W,OR,229,0.155,San Francisco,29.0,19.0,0,accident,high,62.0
280,E,FR,107,0.108,San Francisco,20.1,13.7,1,none,low,66.9
80,E,FR,453,0.073,Oakland,19.4,4.5,5,none,none,65.6
280,S,FR,376,0.272,Fremont,23.8,0.5,0,accident,none,34.7
101,E,OR,317,0.095,Fremont,26.4,3.4,5,roadwork,high,40.7
80,W,HOV,25,0.025,San Francisco,19.8,2.3,5,accident,low,43.1
101,W,FR,264,0.217,San Jose,14.9,9.0,3,roadwork,none,56.8
80,E,HOV,344,0.12,San Jose,17.5,19.9,3,congestion,none,13.2
80,S,OR,212,0.079,Fremont,12.5,15.8,5,accident,none,57.6
101,W,HOV,42,0.076,Fremont,10.8,7.2,3,accident,high,14.3
880,W,FR,188,0.252,Oakland,16.6,18.4,5,accident,low,43.2
680,N,ML,234,0.053,San Francisco,21.2,15.5,1,accident,low,68.1
880,N,HOV,452,0.213,Fremont,26.0,5.6,1,accident,none,48.4
880,N,OR,478,0.123,Oakland,22.6,16.4,2,accident,medium,26.0
280,N,HOV,337,0.189,San Jose,22.9,6.5,0,congestion,low,60.0
680,E,ML,220,0.115,Oakland,14.9,14.8,5,none,high,61.2
880,N,OR,228,0.052,Oakland,21.0,7.0,3,none,medium,18.5
80,S,FR,212,0.138,Oakland,17.1,14.2,2,roadwork,medium,41.8
280,W,HOV,433,0.127,San Francisco,23.2,12.1,4,congestion,low,14.1
80,W,OR,346,0.023,San Francisco,15.4,12.3,5,roadwork,none,65.3
880,W,HOV,214,0.12,Oakland,20.3,8.2,2,congestion,high,21.1
101,E,FR,428,0.288,San Jose,27.4,1.6,1,accident,low,44.1
280,N,OR,215,0.22,Oakland,25.3,7.3,3,roadwork,none,49.7
880,N,FR,254,0.28,San Jose,19.7,5.0,5,roadwork,high,53.2
101,E,ML,294,0.13,Oakland,25.9,16.1,3,roadwork,low,74.2
680,S,OR,467,0.011,San Francisco,13.7,9.8,1,accident,low,25.1
680,E,HOV,434,0.17,Fremont,16.2,15.6,1,roadwork,high,14.2
280,W,HOV,44,0.297,Oakland,26.7,3.4,2,accident,medium,69.8
280,W,HOV,155,0.215,Fremont,30.0,17.2,1,accident,low,34.8
101,W,HOV,328,0.016,San Jose,15.5,0.2,4,accident,none,36.7
680,W,HOV,460,0.257,San Jose,21.8,1.5,1,accident,none,26.2
80,S,ML,50,0.268,San Jose,28.7,9.6,4,accident,low,34.2
280,W,HOV,356,0.049,San Jose,23.5,10.4,0,none,medium,56.8
80,N,ML,70,0.129,San Francisco,17.1,0.3,5,accident,low,73.0
80,W,OR,493,0.202,San Jose,25.8,4.6,2,roadwork,medium,21.4
880,E,HOV,399,0.076,San Francisco,13.9,10.2,0,accident,low,71.3
880,E,FR,479,0.275,San Francisco,12.2,12.4,3,none,medium,60.4
80,W,HOV,292,0.061,San Jose,29.5,1.4,3,roadwork,high,74.1
101,E,FR,287,0.139,Oakland,26.6,15.4,4,none,high,63.3
101,E,ML,374,0.206,San Jose,25.5,1.5,2,accident,none,60.4
680,N,HOV,48,0.202,San Francisco,28.9,15.8,0,none,medium,11.4
680,S,FR,498,0.099,Oakland,15.8,0.4,3,none,none,68.8
680,E,HOV,338,0.091,San Francisco,15.2,9.7,3,roadwork,high,66.1
280,W,ML,86,0.035,Oakland,17.4,19.8,0,none,none,68.0
101,W,HOV,227,0.128,Oakland,14.4,14.2,0,accident,low,72.0
680,E,ML,73,0.156,San Jose,11.5,6.6,0,accident,low,43.9
101,W,FR,213,0.019,San Francisco,15.4,7.7,0,none,low,38.6
101,W,FR,256,0.276,San Jose,11.5,7.0,5,none,high,19.1
101,N,FR,399,0.076,San Jose,21.9,7.3,4,accident,none,55.3
280,N,ML,133,0.264,Oakland,12.0,7.9,2,congestion,low,47.5
80,E,FR,371,0.292,Fremont,29.2,8.1,0,congestion,none,44.0
680,E,HOV,455,0.204,San Jose,22.7,8.1,2,congestion,low,40.8
680,N,OR,328,0.094,Oakland,20.5,17.9,3,none,medium,23.0
101,E,ML,307,0.204,San Jose,29.4,10.9,1,congestion,low,38.4
80,N,OR,144,0.088,San Jose,22.0,18.3,5,roadwork,low,25.4
80,E,ML,383,0.066,Oakland,28.5,13.8,0,congestion,low,65.7
80,W,ML,230,0.084,Fremont,28.3,9.9,5,congestion,high,61.1
280,W,ML,164,0.018,Fremont,23.3,12.2,5,accident,high,50.3
280,S,FR,220,0.078,San Jose,27.8,9.7,3,none,medium,51.0
880,E,OR,262,0.176,Fremont,27.0,19.7,4,accident,high,39.9
880,S,ML,95,0.067,Fremont,20.5,17.0,3,none,none,19.4
280,E,OR,238,0.235,Oakland,15.5,10.6,3,accident,medium,40.8
280,N,HOV,361,0.113,Oakland,29.8,10.3,3,congestion,none,35.7
880,E,OR,194,0.124,Oakland,21.5,17.2,1,roadwork,low,59.9
680,W,ML,256,0.119,Fremont,16.0,14.0,0,accident,medium,39.5
280,N,HOV,87,0.2,San Jose,29.3,15.9,5,roadwork,high,15.2
280,S,HOV,200,0.239,Fremont,27.7,10.8,3,none,high,51.3
101,S,HOV,251,0.05,Oakland,26.3,10.5,4,none,low,62.4
101,W,HOV,302,0.113,San Jose,22.8,1.7,2,accident,high,13.3
280,S,OR,356,0.076,Fremont,22.2,2.5,3,congestion,medium,69.5
80,N,OR,122,0.228,Fremont,28.3,12.0,3,roadwork,none,27.6
680,S,HOV,56,0.178,San Francisco,14.8,4.8,0,accident,high,53.7
680,E,ML,488,0.265,Oakland,27.5,15.8,2,congestion,medium,11.8
680,E,HOV,124,0.105,San Jose,29.1,19.3,2,none,high,51.4
101,N,ML,296,0.073,San Jose,15.8,5.7,4,none,high,40.5
101,S,ML,446,0.094,Oakland,28.1,14.6,2,congestion,none,12.0
101,W,FR,333,0.085,San Francisco,21.3,13.8,0,roadwork,none,50.1
80,S,OR,297,0.029,San Jose,15.8,6.6,0,congestion,high,32.5
101,N,ML,417,0.06,Fremont,16.8,8.6,4,none,none,34.8
680,W,FR,84,0.25,San Francisco,13.3,7.2,5,congestion,none,31.8
101,S,OR,356,0.259,Oakland,12.4,7.0,4,accident,high,39.2
680,S,OR,285,0.25,Oakland,13.1,8.8,5,none,high,58.1
280,W,HOV,44,0.137,San Francisco,29.3,8.9,5,none,high,74.9
880,W,ML,306,0.276,Fremont,28.6,17.4,3,roadwork,none,13.1
680,N,FR,412,0.188,San Jose,11.1,18.7,4,congestion,high,32.1
80,E,OR,262,0.3,Oakland,28.6,10.7,5,accident,high,58.2
680,E,FR,378,0.114,Oakland,27.1,9.8,0,none,medium,21.3
880,N,FR,354,0.075,Fremont,27.3,4.1,0,congestion,medium,48.8
101,N,FR,247,0.061,Oakland,23.4,0.2,4,none,low,64.7
880,N,ML,253,0.206,San Francisco,11.6,18.6,0,congestion,high,64.2
280,W,HOV,179,0.279,Oakland,28.9,15.5,5,congestion,low,26.2
880,S,HOV,211,0.121,Oakland,14.2,13.7,3,roadwork,high,46.2
680,N,ML,265,0.116,San Jose,28.4,4.0,0,accident,none,65.2
101,E,FR,172,0.103,Fremont,19.7,18.6,5,roadwork,medium,57.0
101,S,ML,436,0.216,San Francisco,16.8,7.6,0,roadwork,medium,53.6
80,W,ML,140,0.032,Oakland,23.5,15.0,0,roadwork,none,72.9
880,W,HOV,279,0.12,San Francisco,16.6,16.0,3,accident,high,14.3
280,S,OR,151,0.066,Fremont,19.8,4.7,5,congestion,high,36.8
280,N,OR,78,0.014,San Jose,24.4,17.2,0,congestion,low,64.5
680,E,HOV,31,0.296,San Francisco,28.0,5.3,1,accident,low,58.7
80,N,FR,203,0.035,San Francisco,13.5,11.4,0,congestion,low,40.3
101,E,ML,297,0.284,San Francisco,23.2,2.1,5,none,medium,45.9
880,N,FR,14,0.107,Fremont,21.5,8.7,3,roadwork,high,49.3
101,N,ML,252,0.114,Oakland,26.1,13.1,5,none,low,66.7
880,E,ML,486,0.233,Oakland,10.7,17.7,1,roadwork,none,11.1
101,S,FR,474,0.287,San Jose,18.5,4.8,2,accident,low,65.3
880,W,FR,337,0.122,Oakland,26.7,5.5,4,accident,low,30.0
880,E,FR,94,0.262,Fremont,15.8,5.7,4,congestion,high,28.7
880,N,OR,210,0.266,San Francisco,16.9,1.8,4,congestion,low,45.3
80,E,FR,430,0.171,San Francisco,13.4,11.0,1,roadwork,medium,12.9
101,E,ML,303,0.028,San Francisco,15.5,8.8,4,none,medium,23.9
80,N,HOV,359,0.207,Oakland,17.6,7.2,3,none,none,64.5
80,S,FR,249,0.239,San Jose,24.2,3.0,0,congestion,low,15.1
680,W,OR,139,0.264,Oakland,29.5,13.9,5,roadwork,low,23.6
680,W,HOV,182,0.2,Oakland,18.4,3.5,2,accident,none,55.7
680,W,ML,14,0.271,San Francisco,23.1,5.7,0,roadwork,high,25.3
680,E,FR,279,0.212,Oakland,26.0,10.2,5,congestion,low,41.8
280,E,FR,235,0.232,Fremont,27.7,11.5,5,none,none,24.6
280,E,ML,149,0.153,Fremont,27.7,12.1,0,congestion,high,32.5
280,W,HOV,129,0.221,San Jose,18.7,7.9,1,roadwork,medium,36.5
280,S,ML,64,0.107,San Francisco,15.0,19.8,2,accident,medium,63.6
880,E,FR,409,0.192,Oakland,26.9,18.5,4,congestion,none,60.5
101,N,FR,63,0.279,San Jose,23.0,6.6,3,congestion,medium,52.2
880,E,HOV,458,0.253,San Jose,26.0,12.2,2,none,none,57.7
280,W,FR,478,0.112,Fremont,25.1,16.5,3,accident,none,69.4
101,E,OR,344,0.185,San Jose,25.9,3.2,0,none,none,64.5
101,W,FR,41,0.037,San Francisco,17.8,12.3,0,roadwork,none,45.5
680,W,FR,121,0.033,Oakland,24.0,4.5,4,congestion,medium,14.4
280,E,HOV,340,0.129,Fremont,28.1,10.5,1,roadwork,medium,71.2
80,W,FR,330,0.206,San Jose,13.3,13.4,1,congestion,medium,18.7
80,E,ML,334,0.18,San Jose,18.8,1.4,4,none,medium,25.5
80,N,OR,372,0.206,Fremont,28.7,8.0,1,accident,low,40.3
880,W,HOV,467,0.191,Fremont,13.0,6.4,1,none,none,69.5
101,E,HOV,212,0.29,San Francisco,18.4,15.0,0,accident,high,25.9
880,W,ML,405,0.199,San Jose,10.3,8.0,0,accident,low,38.2
880,S,ML,36,0.136,Fremont,12.3,3.3,2,accident,medium,28.0
880,E,FR,487,0.147,Fremont,16.3,9.0,2,accident,medium,58.1
80,W,HOV,453,0.178,Oakland,27.9,2.4,1,roadwork,high,22.4
680,N,FR,111,0.143,Oakland,29.8,15.9,0,none,none,20.6
880,N,OR,30,0.242,San Francisco,13.9,4.2,1,roadwork,medium,45.5
80,N,FR,206,0.126,San Francisco,12.2,0.7,2,congestion,low,24.0
80,W,ML,204,0.175,Oakland,16.8,10.1,0,roadwork,high,47.0
80,S,OR,37,0.035,San Francisco,21.2,13.4,2,roadwork,medium,44.7
280,E,ML,50,0.292,San Francisco,14.8,11.1,0,congestion,medium,62.4
80,E,FR,46,0.039,Oakland,22.0,4.9,2,congestion,low,36.2
101,W,FR,275,0.154,Oakland,22.4,19.7,3,accident,low,56.4
101,W,FR,308,0.237,San Jose,10.4,15.7,5,accident,low,47.6
101,E,HOV,495,0.155,San Jose,15.9,13.1,1,accident,medium,22.5
880,S,OR,403,0.083,Fremont,22.0,15.5,0,accident,none,52.5
101,S,FR,313,0.075,San Francisco,18.5,8.9,4,none,low,26.2
80,W,ML,361,0.013,Oakland,21.5,0.6,3,none,low,25.4
880,S,HOV,361,0.063,San Francisco,28.7,7.0,0,congestion,low,30.1
80,E,HOV,63,0.153,Oakland,19.7,10.5,2,accident,medium,55.6
880,S,HOV,412,0.175,San Jose,24.5,9.0,5,accident,none,14.0
80,W,FR,316,0.184,Fremont,13.6,7.5,3,accident,none,41.6
280,E,OR,222,0.104,Fremont,12.3,8.6,1,none,high,64.2
880,S,FR,100,0.25,Oakland,17.2,17.4,5,congestion,high,73.4
101,N,ML,71,0.166,Fremont,13.5,11.7,4,none,none,72.9
280,S,HOV,69,0.22,Fremont,12.4,3.0,1,roadwork,medium,17.2
880,N,ML,414,0.015,San Jose,27.3,9.0,2,congestion,none,18.9
680,N,HOV,87,0.212,Fremont,10.7,19.0,3,accident,medium,12.5
80,E,FR,281,0.189,Fremont,21.5,3.5,4,accident,none,50.7
680,S,OR,455,0.151,Oakland,17.5,16.3,1,accident,high,50.7
80,W,OR,480,0.232,Fremont,29.9,14.0,0,roadwork,high,63.9
80,N,ML,235,0.044,San Francisco,14.8,2.5,5,roadwork,medium,25.0
880,S,OR,214,0.135,San Jose,21.5,13.2,4,none,medium,31.5
280,W,FR,376,0.08,San Jose,18.6,3.4,0,roadwork,high,42.9
80,S,FR,280,0.171,Fremont,23.2,7.3,5,congestion,none,70.5
80,S,FR,377,0.244,San Jose,15.6,14.0,2,accident,none,61.7
280,S,OR,370,0.244,San Jose,17.6,3.5,2,roadwork,high,41.4
680,S,ML,342,0.236,San Francisco,26.8,18.4,0,roadwork,high,42.5
680,W,ML,180,0.248,Fremont,17.6,0.4,3,congestion,none,41.5
680,S,FR,388,0.086,Fremont,24.6,1.6,5,roadwork,high,54.9
680,S,FR,251,0.111,San Francisco,27.3,19.3,2,none,none,18.2
680,E,OR,126,0.231,San Jose,18.3,10.2,3,accident,high,22.1
80,E,FR,115,0.109,Fremont,21.1,13.9,0,accident,high,32.2
880,E,FR,313,0.032,San Francisco,12.0,18.4,3,none,medium,30.5
280,E,ML,304,0.223,San Francisco,15.6,18.4,5,congestion,low,42.4
280,S,HOV,402,0.03,San Francisco,16.3,16.8,4,accident,medium,13.8
80,S,OR,282,0.255,San Francisco,29.8,19.9,1,accident,medium,33.0
880,W,ML,428,0.119,San Jose,22.6,17.1,1,roadwork,high,65.4
80,E,HOV,281,0.076,Fremont,11.7,11.3,3,congestion,medium,59.5
80,W,HOV,83,0.222,San Francisco,19.7,8.3,4,accident,low,50.6
80,E,HOV,84,0.146,San Jose,17.8,2.9,1,accident,high,49.7
280,E,FR,413,0.061,Oakland,28.6,6.8,3,accident,medium,15.9
680,W,ML,372,0.184,San Jose,10.6,19.9,5,congestion,low,31.6
880,N,OR,484,0.15,Oakland,14.4,8.7,1,none,high,13.5
280,S,OR,404,0.148,San Jose,24.7,5.7,4,congestion,none,19.4
80,N,ML,491,0.122,Fremont,27.8,14.7,2,congestion,low,49.1
280,W,HOV,433,0.169,Fremont,11.3,0.7,4,none,low,40.7
680,E,FR,49,0.296,Oakland,19.7,14.6,4,congestion,medium,58.4
680,E,ML,253,0.265,San Jose,18.0,13.5,1,accident,medium,18.1
80,N,ML,272,0.218,Oakland,21.6,11.5,3,roadwork,high,16.8
880,E,ML,48,0.076,Oakland,22.2,10.2,3,roadwork,medium,54.1
280,W,HOV,201,0.05,San Jose,15.4,2.6,2,congestion,medium,69.8
280,W,OR,13,0.09,Fremont,22.9,9.0,0,congestion,medium,42.1
280,N,OR,26,0.203,San Francisco,19.3,6.9,0,accident,none,50.2
880,S,FR,120,0.056,Fremont,28.5,8.0,1,accident,none,34.4
80,S,HOV,295,0.156,San Francisco,12.9,16.4,2,accident,low,27.6
880,N,OR,218,0.167,San Francisco,20.4,6.9,4,roadwork,low,72.3
280,N,HOV,496,0.161,Fremont,24.4,18.5,5,congestion,none,49.3
280,N,OR,99,0.08,Oakland,24.4,8.8,2,accident,medium,67.8
680,E,HOV,301,0.226,San Francisco,19.1,19.9,3,accident,low,19.4
680,N,OR,454,0.272,Fremont,28.0,1.5,4,roadwork,low,44.2
880,N,ML,67,0.2,San Francisco,18.7,0.3,4,congestion,low,61.8
80,S,HOV,404,0.076,San Francisco,11.3,17.9,4,none,high,24.6
680,N,HOV,134,0.097,San Jose,24.7,1.9,2,roadwork,medium,73.5
680,E,HOV,268,0.048,San Francisco,12.1,11.5,5,congestion,medium,15.2
880,S,ML,295,0.048,Oakland,22.2,10.9,1,accident,low,68.7
101,W,HOV,407,0.047,San Francisco,27.4,7.7,2,roadwork,none,47.2
280,N,FR,53,0.251,Oakland,29.7,16.0,2,accident,none,59.0
880,S,HOV,497,0.242,San Francisco,28.5,2.4,4,accident,medium,20.1
80,S,OR,212,0.213,Oakland,20.3,14.0,5,congestion,low,53.4
80,W,ML,74,0.036,Oakland,21.0,9.4,0,congestion,none,64.6
680,W,FR,250,0.032,Fremont,25.4,10.5,4,none,high,70.3
80,E,FR,79,0.058,Oakland,10.3,3.6,2,accident,none,25.3
101,N,ML,161,0.159,Fremont,23.0,6.5,4,none,low,16.1
880,S,FR,491,0.158,San Francisco,20.1,5.6,2,none,none,26.5
80,S,ML,23,0.227,Fremont,24.6,19.5,4,none,medium,23.8
280,S,FR,296,0.272,Fremont,17.7,5.2,3,accident,medium,33.2
280,S,HOV,260,0.057,Oakland,10.1,20.0,1,none,none,68.8
280,N,FR,466,0.205,Fremont,13.9,7.3,0,none,high,70.2
880,W,HOV,397,0.085,San Jose,15.6,5.7,2,accident,low,15.3
101,E,ML,392,0.124,Fremont,18.6,9.8,2,none,low,15.4
280,N,ML,179,0.289,San Jose,16.9,2.2,5,congestion,none,67.3
280,E,ML,230,0.218,San Francisco,17.9,14.3,3,roadwork,high,33.2
880,W,ML,450,0.014,Fremont,10.5,5.0,5,congestion,none,55.8
80,S,OR,27,0.128,San Jose,27.7,12.9,1,none,none,13.2
680,W,FR,473,0.214,San Jose,17.2,18.3,4,roadwork,low,71.2
280,N,OR,305,0.024,Oakland,24.3,9.0,1,accident,high,64.4
101,N,HOV,92,0.133,Oakland,16.0,12.0,3,accident,medium,18.7
680,W,ML,109,0.17,San Francisco,26.5,18.6,1,accident,low,72.5
880,W,ML,170,0.213,Oakland,29.8,9.9,3,accident,high,74.6
101,E,ML,451,0.18,San Francisco,11.0,0.8,2,accident,low,59.5
280,N,OR,196,0.238,San Jose,28.8,9.1,4,roadwork,low,37.8
680,N,OR,454,0.291,San Jose,24.1,16.5,1,roadwork,none,49.2
80,N,ML,233,0.029,San Francisco,18.4,1.8,2,accident,none,69.5
280,N,ML,372,0.05,San Francisco,14.6,5.8,3,roadwork,low,47.7
101,E,HOV,267,0.276,San Francisco,12.3,13.3,5,congestion,high,36.9
80,E,ML,294,0.216,San Jose,19.7,7.4,4,none,low,54.6
280,N,OR,242,0.091,Oakland,23.3,11.1,4,congestion,none,61.1
280,S,FR,385,0.241,San Jose,29.3,2.4,1,accident,high,33.4
680,S,ML,14,0.016,Oakland,11.9,2.8,5,none,none,32.1
880,E,OR,14,0.151,Fremont,11.2,18.7,1,none,none,23.3
80,E,HOV,461,0.16,Fremont,26.8,0.5,1,congestion,medium,31.8
680,N,FR,330,0.255,Oakland,27.8,5.8,4,accident,none,33.1
101,S,ML,30,0.076,San Francisco,24.6,2.9,3,none,low,70.9
280,N,OR,461,0.195,San Francisco,25.7,15.6,0,roadwork,low,53.1
680,S,FR,242,0.297,Oakland,16.5,14.4,0,congestion,low,10.2
280,E,ML,234,0.235,San Francisco,28.4,7.7,1,accident,high,59.6
280,W,HOV,222,0.261,Oakland,24.5,15.0,1,none,high,45.5
280,S,HOV,175,0.073,San Jose,19.9,4.3,0,roadwork,high,52.4
101,W,OR,135,0.276,San Jose,24.9,10.5,3,none,medium,47.3
880,S,OR,471,0.225,Oakland,23.1,1.6,2,congestion,high,60.6
80,E,OR,409,0.14,San Francisco,24.0,8.3,1,none,none,39.5
80,S,OR,470,0.148,Oakland,18.6,15.7,4,roadwork,low,40.4
880,E,FR,260,0.192,Fremont,22.8,5.0,2,congestion,medium,70.4
101,N,OR,324,0.193,Fremont,28.4,15.7,2,congestion,none,44.9
280,S,ML,384,0.108,Oakland,11.9,15.5,4,none,high,32.3
80,W,OR,314,0.096,San Jose,26.2,12.9,5,accident,low,26.8
80,N,OR,91,0.044,San Jose,20.6,17.7,2,none,none,20.2
280,S,ML,353,0.107,Oakland,18.2,11.8,4,roadwork,medium,23.7
880,N,HOV,259,0.198,Oakland,20.3,4.8,3,congestion,low,72.7
880,E,FR,138,0.075,San Jose,20.8,0.7,3,accident,high,73.7
280,S,OR,241,0.099,Fremont,24.7,5.9,2,congestion,medium,20.0
101,N,HOV,200,0.055,Fremont,27.2,9.1,5,congestion,high,17.4
280,N,HOV,121,0.221,Oakland,27.7,17.2,4,roadwork,medium,30.9
880,N,OR,468,0.294,San Jose,11.7,6.7,5,roadwork,high,67.9
680,S,HOV,153,0.05,Oakland,10.9,12.5,0,roadwork,medium,37.2
880,N,OR,319,0.017,San Jose,10.6,0.5,5,roadwork,none,21.6
680,N,OR,465,0.089,San Jose,29.2,17.1,3,accident,low,65.1
101,W,ML,168,0.092,San Jose,13.4,6.3,0,congestion,high,47.8
101,N,ML,228,0.087,San Jose,11.1,10.3,3,accident,high,18.8
280,N,OR,363,0.166,San Jose,27.9,12.4,3,roadwork,low,70.4
80,N,FR,374,0.098,San Jose,23.6,14.7,5,accident,none,22.0
680,E,HOV,196,0.197,San Francisco,15.9,11.5,0,congestion,high,55.2
101,E,HOV,463,0.238,San Jose,17.8,9.0,2,accident,medium,36.4
280,N,HOV,317,0.289,San Francisco,11.0,5.2,1,accident,low,54.0
80,S,HOV,162,0.224,Fremont,16.1,2.6,2,congestion,none,32.7
880,S,ML,296,0.279,Fremont,19.1,6.3,1,congestion,none,30.2
80,E,FR,225,0.269,Fremont,27.9,0.7,4,roadwork,medium,62.0
101,S,FR,276,0.09,San Francisco,13.9,6.1,3,accident,low,21.7
280,W,FR,420,0.178,San Jose,27.2,18.5,5,accident,high,35.2
101,N,OR,77,0.101,San Jose,28.4,18.0,3,accident,none,56.6
80,E,ML,170,0.137,San Francisco,16.8,11.0,3,none,medium,23.5
280,N,HOV,293,0.213,Fremont,20.5,14.0,0,accident,none,58.5
101,N,FR,469,0.161,Fremont,26.3,19.4,3,roadwork,none,20.0
80,W,OR,121,0.055,Oakland,17.6,12.7,1,congestion,none,63.6
80,E,FR,120,0.048,San Francisco,15.6,9.5,1,congestion,high,70.3
101,W,ML,447,0.147,San Jose,13.2,7.7,4,congestion,none,73.4
880,N,HOV,335,0.289,San Jose,25.6,16.0,5,none,high,47.5
80,W,ML,476,0.053,Fremont,29.5,5.5,3,none,high,69.4
880,S,OR,342,0.167,Oakland,11.2,6.3,2,accident,low,42.7
680,E,HOV,155,0.114,San Jose,21.9,6.7,2,congestion,medium,23.9
880,S,ML,173,0.133,San Francisco,17.6,7.6,5,congestion,medium,42.6
280,N,OR,89,0.126,Oakland,12.3,8.4,4,roadwork,none,54.1
880,W,ML,344,0.229,Fremont,22.8,9.9,4,congestion,low,53.7
80,E,FR,341,0.04,San Francisco,12.4,14.1,5,none,high,38.7
80,W,HOV,451,0.277,Oakland,19.0,4.3,5,accident,medium,65.3
280,S,OR,15,0.076,San Jose,11.5,15.5,3,roadwork,medium,14.7
101,W,FR,304,0.237,San Jose,26.6,19.6,0,congestion,medium,36.8
680,E,OR,215,0.234,San Francisco,13.8,18.6,2,roadwork,high,50.2
880,N,FR,277,0.067,Oakland,26.0,15.5,0,none,high,51.4
101,N,ML,390,0.222,San Jose,26.7,0.5,5,accident,medium,54.5
680,E,FR,194,0.193,San Francisco,15.9,16.1,0,accident,medium,71.2
680,N,ML,96,0.142,Fremont,21.7,6.8,0,roadwork,medium,69.7
680,N,OR,457,0.149,San Jose,21.4,2.4,3,congestion,medium,39.7
280,N,HOV,67,0.074,Fremont,23.1,6.2,2,accident,low,40.6
80,N,OR,316,0.23,Oakland,11.9,1.3,5,congestion,none,66.6
680,S,OR,456,0.206,San Jose,27.2,19.3,2,congestion,medium,66.4
680,E,FR,235,0.123,San Jose,21.0,7.4,4,accident,high,13.7
101,S,ML,439,0.167,San Francisco,20.8,2.3,2,none,medium,49.0
680,S,ML,353,0.251,Oakland,22.4,6.2,2,congestion,medium,47.7
880,W,OR,271,0.109,Fremont,29.9,10.7,2,roadwork,low,40.5
680,E,ML,454,0.171,Fremont,23.9,3.3,5,accident,high,62.8
880,S,HOV,277,0.215,Oakland,22.0,11.6,4,roadwork,none,67.3
80,E,FR,212,0.064,San Jose,21.1,8.4,1,none,none,17.2
880,N,ML,215,0.147,San Francisco,20.3,11.2,4,none,low,40.5
280,S,FR,360,0.149,Oakland,19.3,5.3,5,roadwork,low,42.2
680,N,OR,29,0.057,Oakland,23.0,14.3,5,none,medium,17.6
101,S,ML,281,0.068,San Jose,22.0,8.6,2,none,low,74.0
