StationID,Lat,Lon,Freeway,Direction,LaneType,TotalFlow,AvgOccupancy,AvgSpeed
5719,37.808489606898064,-122.30169417727032,680,W,HOV,309,0.133,55.1
1401,37.79182000865698,-122.30233806508504,80,E,FR,437,0.221,33.9
8861,37.806779792151936,-122.29545217750027,101,N,FR,480,0.086,26.3
4054,37.79380385701601,-122.40380469261206,880,N,ML,352,0.043,22.5
9436,37.791401071438656,-122.29326988379627,680,S,HOV,379,0.064,18.4
3696,37.90683759430126,-122.1009319543021,280,N,OR,439,0.247,39.0
4952,37.90132710205269,-122.10665738691425,80,S,FR,479,0.29,69.3
7867,37.596793481210184,-121.99983697659802,680,S,ML,483,0.055,69.6
5497,37.39586898581879,-122.10502471573626,80,W,HOV,182,0.147,59.3
4731,37.40556185457516,-122.09677178067845,80,W,ML,43,0.022,10.9
2401,37.70343000509047,-121.90576555849036,80,W,ML,332,0.295,35.6
7403,37.79871750584109,-122.40410746438066,280,S,OR,81,0.284,39.9
4592,37.49390341331175,-122.19073055557448,80,W,FR,345,0.112,12.7
9433,37.89998395023118,-122.29028700450932,80,S,HOV,424,0.151,43.9
7495,37.40480989530529,-121.99008371306903,280,E,HOV,153,0.178,52.1
7687,37.90856932195006,-122.29508163826434,80,N,ML,275,0.288,40.0
1013,37.40236128512221,-121.99355830511703,680,E,FR,76,0.231,54.1
8803,37.396145078104716,-122.00939261940769,101,N,OR,166,0.069,48.7
1954,37.40251909085617,-122.10075302989735,80,S,ML,115,0.25,74.2
5179,37.40922994101171,-122.09963171879657,280,S,FR,95,0.046,70.7
5925,37.90221767245926,-122.09739135151922,280,N,OR,63,0.233,21.0
3030,37.80859443619935,-122.39188029504525,280,W,HOV,198,0.201,32.3
4448,37.50480079438588,-122.20572130902944,880,E,FR,320,0.181,50.2
9178,37.39391081859809,-122.10988335875142,101,N,HOV,328,0.136,42.3
1286,37.90495469289751,-122.29610035104417,280,N,FR,455,0.276,69.7
9088,37.69840066327552,-122.49853446464336,101,E,FR,455,0.291,64.4
8473,37.89874499690801,-121.99268589279154,880,S,OR,18,0.023,64.1
4302,37.89907565879017,-122.0949015221442,680,W,HOV,346,0.214,68.9
7120,37.80604924785079,-122.3924935310361,680,E,FR,355,0.282,72.7
5322,37.4016001343641,-122.00956716950527,280,E,HOV,93,0.061,71.9
6367,37.893891618087835,-122.3090020253211,280,E,OR,103,0.262,32.5
1207,37.80087360112803,-122.29422938531468,680,E,FR,409,0.053,70.6
6772,37.90117035834173,-122.29914640477793,880,N,OR,471,0.251,71.6
5636,37.69905145429677,-121.8954194312262,80,S,HOV,321,0.271,11.5
5660,37.606965922123585,-121.99021337680334,80,N,FR,352,0.091,36.5
1280,37.59364399119348,-122.00604572552412,101,E,FR,60,0.128,38.4
6019,37.500524976993766,-122.20411205842262,680,E,HOV,31,0.131,48.3
7125,37.39416431178045,-122.09780558874373,101,W,ML,411,0.089,45.9
7356,37.79019683681033,-122.30505197231315,680,N,HOV,141,0.124,16.1
9565,37.90023622232186,-122.29211599698675,80,S,OR,349,0.095,71.2
3532,37.40320320506489,-121.89603183301821,680,W,HOV,252,0.246,14.2
4300,37.70340360263696,-122.1056414109954,280,N,ML,12,0.228,18.0
9021,37.303015205468476,-121.89256531711662,280,W,ML,217,0.041,41.7
6619,37.30298258056415,-121.89884624378814,880,E,HOV,228,0.238,53.9
8767,37.695603201846104,-122.09490358993366,880,N,OR,126,0.02,11.3
1780,37.40096413314177,-121.9005864520798,101,W,FR,308,0.03,52.2
2136,37.69939995537324,-121.90057840490643,680,E,HOV,387,0.1,20.8
7404,37.49594438640717,-122.20759065152042,80,E,OR,243,0.106,32.1
1315,37.699046320611814,-122.10575795017478,101,W,HOV,69,0.12,48.1
5459,37.69228951686453,-121.89269765546369,680,S,ML,404,0.121,73.2
5640,37.39870900339999,-121.89056987256255,880,E,OR,80,0.068,51.6
6004,37.60630987126747,-122.30392282973983,880,N,OR,242,0.153,74.2
5528,37.70594396827298,-121.90100230629103,280,W,HOV,198,0.263,57.4
9309,37.39038591125289,-122.1067699770233,680,N,HOV,252,0.083,50.9
9275,37.8935599798039,-122.2939857420712,80,S,OR,383,0.28,71.2
3130,37.69023874553029,-121.90185173653312,280,S,FR,168,0.262,19.8
3215,37.59728865958271,-121.99880196371804,80,N,FR,498,0.296,55.6
2435,37.598185201347384,-122.29388072898908,101,N,ML,220,0.196,47.6
4875,37.79225035601187,-122.4094296134243,80,N,OR,58,0.085,12.1
8636,37.39839035459984,-122.10604941500954,101,S,FR,369,0.028,72.8
3453,37.80986924166097,-122.2999031706626,280,W,HOV,152,0.289,29.6
9592,37.50372089676806,-122.1915952585311,80,S,FR,271,0.232,30.7
8841,37.79528654687625,-122.3000767471674,280,E,HOV,323,0.02,30.3
6840,37.805484253768256,-122.40725187740827,101,N,OR,424,0.074,65.8
2516,37.60485572263061,-122.00849504501845,880,E,OR,148,0.164,39.0
8738,37.406918073538534,-121.90286867931312,80,W,FR,387,0.215,58.3
3759,37.70113270882935,-122.0930137248828,880,W,ML,366,0.279,72.7
7329,37.39703747191028,-121.90249278186994,880,E,FR,287,0.082,35.3
8648,37.3986129616011,-121.9914937577052,101,E,FR,248,0.166,11.7
7071,37.40704404210611,-122.00621193039481,680,N,FR,154,0.267,16.8
5853,37.80420578157765,-122.39176502165401,680,N,OR,44,0.288,61.7
6857,37.79655601113301,-122.40062203505084,280,S,FR,104,0.111,65.0
2762,37.29037146171604,-121.89952227547674,680,N,FR,241,0.075,35.5
2743,37.898090991717524,-122.1053188030951,880,N,HOV,359,0.129,20.7
6573,37.90939819793494,-122.30298086270116,80,W,OR,121,0.043,68.5
1679,37.39805570246467,-122.1080919887349,101,N,ML,176,0.173,36.6
9099,37.39614006361214,-121.90736360014422,80,S,ML,276,0.179,54.3
8624,37.393068343690494,-121.99009611832165,880,S,FR,306,0.104,55.4
4080,37.69510445232585,-122.09701444762166,880,W,FR,462,0.279,53.4
8127,37.3926852338219,-121.99420549623754,680,W,ML,338,0.221,54.2
1708,37.70533821873549,-122.50937903948902,80,E,HOV,353,0.193,61.4
2454,37.7065775538099,-121.79647618550909,280,N,ML,79,0.268,25.1
9074,37.59884467564378,-122.00716493573601,80,N,FR,220,0.277,70.6
5340,37.40073845040082,-121.9988604622085,101,N,ML,128,0.012,48.4
6590,37.80866451413642,-122.29127589400166,880,N,HOV,317,0.145,15.2
1075,37.50329608350202,-122.1954797000143,280,S,OR,287,0.264,61.3
9456,37.39326735443657,-122.0060034140458,280,W,OR,485,0.037,20.3
3511,37.30860695831311,-121.89525010043548,880,N,HOV,382,0.201,40.6
7030,37.39991446489376,-121.89395449221522,101,E,HOV,56,0.029,62.3
9977,37.79021735986585,-122.40969594755184,280,E,OR,380,0.134,28.0
6729,37.39579941122729,-122.10666488424366,280,N,HOV,429,0.262,44.7
1238,37.808440789566184,-122.30358252796675,80,E,OR,450,0.075,69.5
4216,37.60674199270381,-122.30366125922843,880,W,ML,410,0.019,11.6
2747,37.39439250331489,-122.09022657217284,880,W,FR,65,0.291,64.1
4474,37.391540825364366,-121.89679142358084,880,S,OR,400,0.192,69.9
3424,37.392227844628465,-122.0040597667914,280,E,HOV,353,0.143,63.7
8716,37.40145920367661,-121.90901378458784,880,N,FR,239,0.118,58.8
6993,37.399962726383656,-122.09147830427904,280,S,HOV,460,0.227,36.4
2891,37.808707079830135,-122.40076457468015,80,E,HOV,292,0.064,16.9
8808,37.80165253037644,-122.29764041093716,680,N,OR,58,0.028,24.4
6044,37.29855533269268,-121.89183410772563,101,S,ML,491,0.28,11.6
8104,37.59913405127471,-122.30918711593102,80,E,ML,358,0.263,61.7
3139,37.90775828704078,-122.09224325125783,80,E,OR,60,0.077,14.7
9196,37.80255227599116,-122.30786808501264,101,S,OR,478,0.072,73.8
6213,37.70877865810044,-121.8924608186371,101,N,FR,48,0.147,11.6
8682,37.801034858909155,-122.30881655301948,880,W,OR,292,0.221,54.6
4121,37.69561908072426,-121.89632911565533,80,E,HOV,203,0.283,58.1
9502,37.6984787790347,-121.79321726621566,80,W,ML,233,0.085,39.2
2449,37.405628190746505,-121.99829752483723,280,E,ML,463,0.226,65.0
6586,37.502240093752654,-122.19422685733198,101,N,OR,466,0.106,73.2
7034,37.70446788177849,-122.09157710632066,280,S,HOV,44,0.299,62.4
9678,37.693734730982605,-121.80741794925076,101,E,ML,475,0.071,41.2
5045,37.80596334903847,-122.39438219099851,80,S,HOV,455,0.119,31.3
8112,37.694937852461614,-122.49104157278407,280,E,FR,479,0.269,23.0
3838,37.5980680641383,-121.99140330638521,80,N,FR,31,0.012,17.9
8268,37.902812266901165,-122.09026451095728,80,N,OR,247,0.143,41.2
9504,37.39732883048028,-121.99063735721089,280,N,HOV,77,0.272,41.3
2745,37.697688583110036,-122.50558319239744,80,N,HOV,457,0.077,60.6
5032,37.49133042706895,-122.20050348061794,80,W,FR,50,0.154,12.3
7820,37.495994072302445,-122.1993102092496,280,W,FR,117,0.032,53.0
8913,37.7003996476693,-122.10579353707682,101,W,OR,317,0.027,51.3
8428,37.89423846446159,-121.9908506569756,880,E,HOV,75,0.061,46.5
3893,37.79689804606071,-122.29608185609688,101,E,FR,112,0.218,58.8
8659,37.800028564451154,-122.30586810683575,101,E,OR,188,0.022,52.6
4348,37.49935140300603,-122.20803693721963,280,E,OR,330,0.147,66.9
2476,37.60403626039761,-121.99143528182863,80,W,OR,59,0.258,16.6
2584,37.70961423259753,-122.10742115752397,101,S,FR,277,0.104,55.0
5219,37.80081036450075,-122.29813973774651,101,E,ML,475,0.052,72.9
7584,37.793235411957255,-122.29024746945959,80,E,HOV,85,0.252,34.5
9583,37.89309554686614,-121.99213462256985,80,S,OR,467,0.19,37.1
7201,37.59242036389623,-121.99753973210878,680,S,ML,277,0.093,12.7
7828,37.807678377185205,-122.40708713918052,280,W,OR,63,0.14,14.2
4509,37.4913277385575,-122.19356256467475,280,W,FR,91,0.245,40.3
4876,37.7922515874855,-122.40018590533815,680,E,HOV,199,0.259,63.8
5271,37.597406012451465,-122.00727581953444,680,E,FR,31,0.277,12.2
6688,37.70202048967339,-121.9071230784338,80,W,ML,294,0.22,45.7
8425,37.59032871485068,-121.99758943076985,280,W,ML,310,0.211,33.0
2428,37.8095372765586,-122.30305735526237,101,E,HOV,341,0.231,43.6
5855,37.904894846386206,-122.10489919534878,101,N,FR,394,0.052,72.7
4590,37.39592055479292,-121.9918018322049,280,W,ML,198,0.27,23.2
9200,37.39474477311897,-122.1003270268946,80,W,FR,118,0.11,24.3
9488,37.895146404638574,-122.29209979718424,80,E,OR,174,0.229,55.4
4190,37.80468968407681,-122.30792473832705,880,S,HOV,312,0.184,45.3
3814,37.89073119624236,-122.29036688075351,880,S,OR,89,0.159,60.8
3882,37.79833552159991,-122.29741130616237,280,E,HOV,213,0.106,47.9
6406,37.90190663285099,-122.00648418996495,680,W,ML,376,0.158,65.5
5971,37.904234805332244,-122.10679894834466,280,E,HOV,198,0.12,65.5
1840,37.70412205887418,-122.09571083553261,101,W,HOV,432,0.072,15.9
6168,37.40900920234329,-122.09922606780769,280,E,ML,247,0.21,17.6
1135,37.7946045483622,-122.29112421530446,680,N,FR,308,0.278,36.4
7360,37.89072234824778,-122.10602215340674,101,N,HOV,296,0.04,61.3
2268,37.79175360385539,-122.30539855539769,101,N,HOV,236,0.222,39.5
4471,37.90345168590651,-122.30157920967088,280,E,HOV,413,0.025,30.8
3384,37.400462202722736,-122.10836100277243,680,S,OR,299,0.087,68.2
6980,37.7017197074347,-121.80114413671116,680,W,FR,343,0.232,28.7
8628,37.80001501108025,-122.40593241668866,880,S,OR,322,0.207,26.1
6635,37.49458769264397,-122.20088398483526,880,S,HOV,317,0.105,47.1
1490,37.60022376454128,-121.99962542059967,280,S,ML,392,0.064,63.3
6751,37.40006531453246,-121.8975068027756,101,N,HOV,177,0.238,53.4
2574,37.590997497333376,-121.9934781762348,80,N,HOV,192,0.165,60.7
4833,37.402369931833086,-121.9942782778295,680,S,OR,366,0.12,12.1
8696,37.79751356995291,-122.40553847657802,880,N,OR,346,0.182,12.7
2762,37.59694600461569,-121.99260645337894,101,E,FR,368,0.28,67.0
9337,37.90137347749997,-122.09199827478854,680,N,ML,56,0.262,62.6
8190,37.39480484884049,-122.10120720416346,680,W,HOV,394,0.032,15.9
5964,37.39623901458294,-121.89074662049127,280,W,FR,426,0.278,42.2
4589,37.40204843774166,-121.90560007561297,880,E,FR,172,0.182,20.6
3272,37.803740290696354,-122.30201047652196,280,S,OR,250,0.129,32.4
2383,37.49672835508001,-122.19540882377895,680,N,HOV,223,0.136,22.6
5114,37.80007472804156,-122.29799832077543,101,S,HOV,17,0.048,60.8
2254,37.79148562659811,-122.30633760845025,280,N,OR,202,0.28,64.0
9748,37.408517482423385,-122.09286042912005,280,W,HOV,329,0.038,47.5
9261,37.80179852777374,-122.30276356545919,101,N,HOV,174,0.229,15.5
6779,37.805421840649494,-122.29349140001207,680,W,OR,454,0.224,31.5
4307,37.5956172610545,-122.30420585881087,80,N,ML,78,0.263,26.5
5336,37.792765530996704,-122.29076269047499,101,W,OR,148,0.109,62.9
3875,37.5975361978937,-122.30895621732745,80,S,FR,214,0.145,15.0
2495,37.705808119579274,-122.50416451046682,80,S,ML,404,0.134,10.6
9555,37.405884409340025,-122.1053882091441,680,S,ML,467,0.274,30.5
9277,37.79886509093108,-122.29054574466215,880,E,FR,99,0.072,24.1
4399,37.804286170792096,-122.40636135671126,80,W,FR,445,0.08,11.8
5688,37.40211714655966,-122.09221963126436,680,N,HOV,349,0.193,64.9
9624,37.40174255335466,-121.90780710860771,880,N,OR,108,0.254,15.1
8058,37.69848507397867,-122.49130154679784,80,N,ML,438,0.259,33.5
9867,37.29354232908899,-121.89737680588809,80,S,OR,441,0.142,21.2
3988,37.403710581478755,-122.10116104831671,280,S,OR,301,0.101,35.7
5714,37.595548553481585,-122.29391303463312,280,S,ML,22,0.161,44.0
3588,37.7989340670023,-122.30574163554553,280,W,OR,396,0.175,45.4
7743,37.39087877345467,-121.90614979189625,280,E,FR,183,0.103,40.5
2446,37.39501181974703,-122.09555827215547,880,E,ML,463,0.246,71.6
5013,37.70977786797162,-122.09656098577337,880,E,ML,16,0.046,58.6
2995,37.39648375898643,-122.00239239593375,80,W,FR,494,0.203,42.2
1020,37.70730305573549,-122.49671633272229,101,S,FR,454,0.064,13.1
9043,37.40968951484568,-122.0977826909404,880,W,OR,305,0.229,31.1
8728,37.40405329661271,-122.10410069487516,80,W,ML,34,0.272,16.4
8220,37.39070019256512,-121.99670136426704,680,E,FR,420,0.279,48.2
7900,37.39035603071964,-122.10807662755056,101,N,FR,132,0.053,55.7
5729,37.5920314849305,-122.00918609413615,680,S,HOV,373,0.241,43.9
4906,37.898812759161515,-122.30861217585912,280,W,ML,131,0.161,69.6
8116,37.39566293046541,-121.90877099283378,80,S,FR,76,0.065,48.8
2093,37.90394870036732,-122.00562929742361,880,W,FR,32,0.102,41.7
7898,37.6982543572676,-122.09341660048358,680,E,OR,307,0.228,72.1
5807,37.79774878913772,-122.407571480197,680,S,ML,45,0.116,46.1
9862,37.39040021628105,-121.90597967933357,280,S,OR,74,0.298,39.2
8935,37.5928293970722,-122.30384057081663,80,W,FR,343,0.062,50.7
1472,37.70017928512826,-122.50021785429607,680,S,FR,328,0.045,17.4
2901,37.29402245760287,-121.90460103218273,880,E,FR,375,0.028,11.9
2463,37.89203604136238,-122.10645625935963,680,W,FR,414,0.189,52.9
5926,37.600798471451824,-122.00713029801639,880,E,ML,478,0.189,34.6
3020,37.405171249908136,-121.90115462274687,680,W,ML,17,0.208,44.0
4149,37.70131215128015,-121.90265769982446,101,S,ML,97,0.038,36.1
3581,37.7097537900779,-122.50075577489973,880,N,OR,236,0.21,31.3
9339,37.394439610015034,-121.90789640239865,680,E,ML,289,0.169,24.6
4835,37.895248328363834,-121.99012253815889,280,E,ML,236,0.299,30.1
7536,37.39610063196748,-122.0914964727137,280,E,HOV,138,0.203,72.7
8063,37.40574217277331,-122.09461442120201,680,N,OR,162,0.078,14.2
5097,37.806479016265094,-122.29884425328977,880,S,HOV,123,0.148,22.9
8094,37.906240774959365,-122.10266657001209,101,N,HOV,51,0.242,52.4
7914,37.390796154144205,-121.99763223807632,880,S,FR,406,0.135,30.2
1265,37.595271892871374,-121.99517237991722,680,E,ML,129,0.181,57.0
3864,37.89103483214368,-121.9930703686654,280,S,ML,381,0.264,48.5
2577,37.79103563320584,-122.30805142922492,880,E,HOV,202,0.184,62.8
1417,37.69461942695097,-121.79226049977869,101,N,OR,341,0.219,25.8
7016,37.604715124721125,-122.30403539730042,80,E,OR,432,0.121,64.1
2170,37.602386086788606,-121.99931682077886,680,E,FR,142,0.219,19.2
6555,37.39760110828826,-122.09793883270747,680,E,ML,462,0.164,26.0
8345,37.797716411498186,-122.29278762290238,680,W,HOV,266,0.281,63.5
2436,37.49034336613917,-122.19006389587427,880,E,FR,162,0.263,47.2
8818,37.809108753370495,-122.2937150918134,80,W,FR,408,0.019,57.4
2141,37.3915719570048,-122.10022380640399,101,N,FR,371,0.255,67.4
6585,37.70396735276711,-121.90160226350875,680,S,ML,385,0.165,74.0
8228,37.29078741434681,-121.90687336838118,80,S,OR,329,0.077,54.0
7240,37.40293814110669,-121.89007934759667,280,E,HOV,306,0.112,73.5
3393,37.40914575302057,-121.90192304578086,280,N,HOV,218,0.063,61.7
1026,37.39070325133422,-121.90467951279665,880,S,OR,478,0.08,18.4
3506,37.39479899684592,-122.10115740966364,680,N,HOV,193,0.144,17.3
3409,37.401914042706245,-121.90496587590444,80,S,HOV,470,0.031,66.5
4903,37.39340167029231,-121.89269499753605,280,W,FR,259,0.086,27.4
4147,37.901464401269195,-122.1086089851938,101,E,ML,124,0.024,26.7
9137,37.80521873962438,-122.39828521856985,280,N,OR,153,0.202,26.2
9753,37.905680989588404,-122.0945510509018,101,W,HOV,286,0.03,38.2
7193,37.30312941808042,-121.90781557401648,880,S,HOV,215,0.076,11.1
4547,37.69025382622551,-122.10837241791444,680,S,OR,110,0.095,68.7
5063,37.39474068886384,-122.09183495858119,101,N,FR,404,0.091,12.0
4894,37.307827583264455,-121.9026484113544,101,N,ML,248,0.268,16.3
1663,37.601108878687754,-121.9963482004342,280,W,FR,342,0.173,72.3
8571,37.705615774540576,-122.10906630385229,101,S,ML,250,0.154,70.8
6412,37.39706085084687,-121.89896571544857,101,E,OR,39,0.062,23.6
2583,37.590988227188305,-122.29438565618182,101,W,HOV,363,0.265,38.1
7514,37.903307949089246,-122.00815695820792,280,W,ML,367,0.106,70.2
2073,37.40300019956223,-121.89276364628488,80,E,FR,117,0.099,45.5
1074,37.30264610944203,-121.89223143981582,80,S,HOV,191,0.138,23.6
2971,37.70254987452182,-121.79172717185905,101,S,OR,406,0.09,62.8
2645,37.69486181099951,-121.8012590754826,80,E,ML,326,0.265,69.9
2793,37.30369271419233,-121.89277618374678,680,E,OR,119,0.246,31.2
4490,37.69210991914018,-121.9051537120185,880,E,FR,196,0.207,74.9
9317,37.89996577823973,-122.1016983817851,280,W,ML,442,0.226,18.6
1222,37.39947001705738,-121.9906402879555,80,N,OR,246,0.074,45.3
8505,37.60966547229731,-122.29236723208852,101,N,ML,79,0.04,38.0
1776,37.80947062927962,-122.30905469453513,680,E,ML,175,0.157,42.7
3903,37.795538970966824,-122.29415454883872,101,S,FR,100,0.067,67.5
7179,37.59358750991684,-122.29157998597037,80,E,OR,284,0.208,36.3
8371,37.695973344451886,-122.49813765364871,280,E,OR,100,0.092,74.8
3265,37.394189837054334,-121.90904844745609,280,S,FR,246,0.277,34.0
3174,37.90986347558432,-122.10814194979474,880,S,OR,121,0.052,29.7
5463,37.493552741398915,-122.20258660738843,101,E,HOV,248,0.07,70.6
8951,37.60094135881576,-122.00987537449662,880,E,ML,107,0.161,10.9
6586,37.60023466999151,-122.00724881190753,680,W,ML,152,0.262,23.3
2762,37.70315992547511,-122.49135458682356,101,N,FR,413,0.224,65.0
6395,37.89861968392164,-122.10955902076205,680,E,OR,320,0.022,64.2
8867,37.804366072762626,-122.29942462888218,280,N,OR,351,0.053,26.0
2228,37.393034902440675,-121.89625476322173,280,N,FR,499,0.159,67.8
8979,37.49677443998164,-122.20092150612177,80,S,OR,105,0.041,58.9
4569,37.40234736017218,-122.00786692732088,880,W,OR,111,0.23,36.8
8942,37.49257612666914,-122.20080732357331,280,N,OR,417,0.041,45.1
7211,37.39265247341582,-121.89470061510825,680,E,FR,365,0.124,64.9
7178,37.795170976039685,-122.29811805539677,280,S,HOV,273,0.041,53.9
4996,37.608953375845154,-122.00491973338329,280,S,HOV,428,0.199,55.4
1842,37.290154265947464,-121.8984949575016,80,N,FR,136,0.278,41.8
8419,37.391411012641896,-122.09224169513719,101,W,HOV,176,0.212,40.8
1881,37.495244061662056,-122.19875237985588,680,W,HOV,295,0.159,27.6
7333,37.49238388542379,-122.19335787147529,880,E,FR,121,0.29,24.3
6691,37.391064495228214,-121.89727202188925,680,W,OR,403,0.092,55.6
3721,37.90738355123667,-122.29730853845545,880,E,ML,474,0.293,25.5
1652,37.70652654438289,-122.09309674397751,280,W,ML,402,0.196,32.3
4414,37.806266738617374,-122.2910143639162,680,N,OR,453,0.054,26.7
5217,37.793622624288794,-122.29748307834836,280,S,OR,451,0.096,66.8
7572,37.69000563124867,-121.89407485920044,680,S,HOV,364,0.245,28.7
5711,37.40136241019015,-121.90836012057665,680,N,FR,63,0.207,29.9
4881,37.703337831884646,-121.90653052014555,101,N,HOV,131,0.161,16.2
1542,37.60112405296844,-122.29573695298176,680,E,HOV,127,0.221,30.6
5500,37.59338890095155,-121.99225309476822,880,N,HOV,39,0.198,17.8
5963,37.60797629280416,-122.00059000414774,280,E,OR,36,0.163,12.4
1011,37.6995038729889,-121.89746937256784,101,S,HOV,303,0.023,41.5
3062,37.701719267438776,-121.90988032794394,680,W,HOV,128,0.152,24.4
1959,37.60354479469366,-122.30551327476059,680,W,ML,85,0.196,19.4
9761,37.89837225659176,-122.30480213966557,101,E,ML,452,0.297,66.8
8856,37.90194385475921,-122.30155572677756,680,E,HOV,145,0.232,23.5
2513,37.39311097043804,-121.8964470192287,80,N,FR,330,0.253,27.4
7814,37.49674056966604,-122.20003877441904,80,S,HOV,395,0.282,61.7
3510,37.69864068933011,-121.7906090987971,680,E,HOV,194,0.102,37.9
2684,37.49440014556608,-122.20103179436774,880,S,OR,427,0.205,36.1
6078,37.29819024625027,-121.89510360514727,80,W,ML,263,0.124,50.3
1645,37.60669364698532,-122.00777858880315,880,W,HOV,108,0.256,19.8
7734,37.70508600810304,-121.79799821955416,280,W,OR,119,0.127,18.0
4520,37.39805730324708,-121.90227500866442,680,W,OR,423,0.098,74.5
1913,37.39025689309667,-121.90836371489395,80,S,FR,156,0.071,18.5
6726,37.704876902814306,-121.89892034517436,280,E,OR,350,0.024,25.4
4997,37.808990907869045,-122.30181614780122,101,E,ML,453,0.242,74.3
7788,37.89707840122905,-122.29984286573867,101,W,ML,221,0.083,68.4
7352,37.70837219244755,-122.50680686772314,80,S,HOV,287,0.045,41.7
2076,37.70844387822114,-122.50635656886593,80,N,HOV,495,0.155,74.8
4692,37.904073443595976,-122.1013324627936,880,N,FR,243,0.183,10.6
3648,37.90209427207185,-122.00349916695501,280,N,OR,348,0.295,66.9
1091,37.70550349428553,-122.10498758835364,101,E,ML,460,0.111,12.0
8552,37.89156138392607,-122.1013847384618,880,S,HOV,418,0.063,44.5
6980,37.59772445400936,-122.29195906254448,880,N,OR,144,0.287,56.2
6214,37.30973098130116,-121.90953623131999,280,W,FR,236,0.221,63.9
1717,37.70666660489821,-122.10032115000048,280,N,OR,368,0.201,18.0
7172,37.4025483772183,-122.1027655063013,101,W,OR,260,0.031,40.5
5267,37.69417421926132,-121.80864150493163,880,E,ML,252,0.226,72.4
6399,37.706451819394445,-121.80776862617154,80,N,FR,286,0.197,44.4
7725,37.79790651485808,-122.39486725594914,680,S,HOV,84,0.114,74.4
7594,37.89973778820399,-122.29319049333198,101,W,ML,150,0.162,67.1
8819,37.599481967097,-121.99649233578974,680,N,HOV,46,0.02,40.0
2178,37.592913722708666,-121.99082758989204,880,N,ML,147,0.041,37.9
1507,37.89048404135512,-122.0057567505218,880,N,FR,53,0.19,22.3
8840,37.69685877024891,-121.80189995662788,680,W,ML,271,0.223,46.0
8026,37.391890183957365,-121.99731360255363,880,E,HOV,182,0.103,49.7
4848,37.59998284342779,-122.30058578041995,880,S,OR,154,0.097,23.1
5350,37.69672665860921,-121.9019880872591,680,E,HOV,345,0.217,65.9
7910,37.699784352618586,-122.5070901571165,680,S,OR,205,0.137,32.0
6054,37.80722279052159,-122.3034713044533,280,S,FR,146,0.267,15.7
2823,37.49282923520964,-122.20844525015731,880,S,ML,337,0.222,74.1
6462,37.6988159613059,-122.49424756343309,280,S,FR,31,0.128,65.2
2495,37.394272290254065,-121.90573198720126,101,S,FR,103,0.207,17.8
8829,37.806597880841394,-122.29939441125364,680,W,OR,187,0.264,10.4
2394,37.593330914900825,-122.00360438598355,80,S,OR,154,0.055,63.0
7696,37.692827936565834,-121.90923121015516,880,N,FR,101,0.221,60.0
6724,37.40571311394022,-121.9907075427201,280,E,ML,14,0.212,31.7
8850,37.69480507590026,-122.1037834077795,680,S,FR,347,0.158,42.0
6471,37.598212803398965,-122.00257612005802,880,E,OR,424,0.253,16.1
9612,37.89014387862041,-122.30218695863184,680,N,HOV,322,0.074,54.6
3074,37.40049716511987,-122.09354883339644,680,W,HOV,89,0.058,15.2
6869,37.696091683147124,-122.4956643045717,101,W,HOV,460,0.279,57.6
3432,37.89703716216876,-122.09737376025164,80,S,OR,460,0.015,43.7
2885,37.80772413873507,-122.30367993756711,80,N,HOV,255,0.229,10.7
4879,37.790944742170836,-122.29595130747589,101,N,ML,305,0.287,30.1
3207,37.89606598776268,-121.99103849468968,101,W,FR,55,0.215,60.3
2939,37.593031813359964,-121.99170644051382,101,N,FR,215,0.058,47.4
6130,37.809977279622636,-122.29812132347453,101,N,OR,283,0.073,52.1
3793,37.69861403707122,-121.80636529184379,280,S,ML,86,0.019,56.9
7997,37.89093935026867,-122.00858480089767,880,E,ML,322,0.243,67.9
9378,37.69517384424678,-121.80326360102774,101,N,HOV,339,0.099,18.9
3223,37.904061680451285,-122.00449607754588,680,W,HOV,47,0.156,51.7
9610,37.79650864051785,-122.39044390412815,680,S,FR,100,0.162,48.3
7582,37.69530392212726,-121.7963223984751,880,W,FR,72,0.031,37.9
3539,37.39519341882094,-121.998154339094,680,S,ML,115,0.291,43.9
3305,37.790192046526585,-122.2917758659271,680,N,OR,460,0.187,48.4
8864,37.59676406589807,-122.00712477871213,680,N,OR,246,0.222,35.2
6226,37.40984109672652,-121.90324055185229,880,S,FR,235,0.043,72.5
5094,37.59604840888521,-122.30546138756802,101,E,FR,347,0.085,14.2
3130,37.906326038824076,-122.00138618282247,280,W,HOV,437,0.029,39.8
6353,37.795074672334714,-122.39475285914016,280,N,HOV,223,0.043,64.7
5164,37.291700503482296,-121.89414538141313,680,N,FR,306,0.083,55.0
7166,37.79428089709957,-122.29850847632063,680,W,FR,161,0.173,24.3
5263,37.69817001310342,-122.4921240283839,101,S,HOV,51,0.154,55.8
7360,37.895199429808834,-122.30119570048767,680,E,OR,259,0.214,57.6
6726,37.89421154850838,-122.09475789606397,80,E,HOV,498,0.091,37.8
3039,37.70317258066608,-121.89150540852762,80,N,ML,45,0.24,64.7
3234,37.79793937878583,-122.40520849465356,101,E,HOV,53,0.014,72.8
4653,37.69356310509263,-122.10625873848004,101,S,FR,98,0.299,67.1
7978,37.907684888058306,-122.00354173990165,280,E,OR,170,0.183,10.1
3529,37.904158729254036,-122.00250541891668,80,S,OR,208,0.182,34.2
